Bicyclestop-ID,District_ID,Zipcode,District
7245765,21,28042,barajas
7245782,21,28042,barajas
7245791,21,28042,barajas
7502394,3,28007,retiro
7502395,3,28007,retiro
7502396,3,28007,retiro
7502397,3,28007,retiro
7502398,3,28007,retiro
7502410,5,28002,chamartin
7502411,5,28002,chamartin
7502412,5,28002,chamartin
7502413,5,28002,chamartin
7526567,3,28007,retiro
7526568,3,28007,retiro
7526569,3,28007,retiro
7526571,3,28007,retiro
7526697,3,28007,retiro
7526722,3,28007,retiro
7526723,3,28007,retiro
7526724,3,28007,retiro
7526737,3,28007,retiro
7526739,3,28007,retiro
7526740,3,28007,retiro
7526741,3,28007,retiro
7612588,4,28001,salamanca
7612589,4,28001,salamanca
7927870,14,28030,moratalaz
7938889,5,28002,chamartin
7938890,5,28002,chamartin
7938891,5,28002,chamartin
7938892,5,28002,chamartin
7938893,5,28002,chamartin
8178086,5,28002,chamartin
8178084,5,28002,chamartin
8178083,5,28002,chamartin
8178082,5,28002,chamartin
8178085,5,28002,chamartin
8178093,4,28001,salamanca
8178092,4,28001,salamanca
8178094,4,28001,salamanca
7944279,4,28001,salamanca
7944280,4,28001,salamanca
7944281,4,28001,salamanca
7944282,4,28001,salamanca
7944283,4,28001,salamanca
7944370,3,28007,retiro
7944373,3,28007,retiro
7944374,3,28007,retiro
7944376,3,28007,retiro
7944377,3,28007,retiro
7944447,4,28001,salamanca
7944448,4,28001,salamanca
7944449,4,28001,salamanca
7944450,4,28001,salamanca
7944451,4,28001,salamanca
7944637,5,28002,chamartin
7944638,5,28002,chamartin
7944639,5,28002,chamartin
7944640,5,28002,chamartin
7944807,3,28007,retiro
7944808,3,28007,retiro
7944810,4,28001,salamanca
7944812,5,28002,chamartin
7944813,5,28002,chamartin
7944815,3,28007,retiro
7944824,3,28007,retiro
7944825,3,28007,retiro
7944826,3,28007,retiro
7944827,3,28007,retiro
7944828,3,28007,retiro
7944837,3,28007,retiro
7944838,3,28007,retiro
7944839,3,28007,retiro
7944840,3,28007,retiro
7944841,3,28007,retiro
7945116,4,28001,salamanca
7946710,11,28025,carabanchel
7946816,4,28001,salamanca
7946817,4,28001,salamanca
7946818,4,28001,salamanca
7946819,4,28001,salamanca
7946820,4,28001,salamanca
7946831,4,28001,salamanca
7946832,4,28001,salamanca
7946833,4,28001,salamanca
7946834,4,28001,salamanca
7947414,2,28045,arganzuela
7947416,4,28001,salamanca
7947417,4,28001,salamanca
7947418,4,28001,salamanca
7947419,4,28001,salamanca
7947420,4,28001,salamanca
7947421,4,28001,salamanca
7947422,4,28001,salamanca
7947423,4,28001,salamanca
7947424,4,28001,salamanca
7947460,5,28002,chamartin
7947461,5,28002,chamartin
7947462,5,28002,chamartin
7947463,5,28002,chamartin
7948398,4,28001,salamanca
7948407,4,28001,salamanca
7948408,4,28001,salamanca
7948409,4,28001,salamanca
7948410,4,28001,salamanca
7948422,5,28002,chamartin
7948423,5,28002,chamartin
7948424,5,28002,chamartin
7949381,21,28042,barajas
7949382,21,28042,barajas
7949383,21,28042,barajas
7949384,21,28042,barajas
7949385,21,28042,barajas
7949405,16,28043,hortaleza
7949408,16,28043,hortaleza
7949410,16,28043,hortaleza
7949411,16,28043,hortaleza
7949413,16,28043,hortaleza
7949835,21,28042,barajas
7949836,21,28042,barajas
7949837,21,28042,barajas
7949838,21,28042,barajas
7949839,21,28042,barajas
7949944,21,28042,barajas
7949945,21,28042,barajas
7949946,21,28042,barajas
7949947,21,28042,barajas
7949948,21,28042,barajas
7950489,5,28002,chamartin
7950490,5,28002,chamartin
7950491,5,28002,chamartin
7950501,5,28002,chamartin
7950502,5,28002,chamartin
7950503,5,28002,chamartin
7950504,5,28002,chamartin
8178247,2,28045,arganzuela
8178251,2,28045,arganzuela
8178276,2,28045,arganzuela
8178286,2,28045,arganzuela
8178287,2,28045,arganzuela
8178343,2,28045,arganzuela
8178344,2,28045,arganzuela
8178346,2,28045,arganzuela
8178345,2,28045,arganzuela
8178354,2,28045,arganzuela
8178355,2,28045,arganzuela
8178356,2,28045,arganzuela
8178357,2,28045,arganzuela
8178359,2,28045,arganzuela
8178360,2,28045,arganzuela
8178361,2,28045,arganzuela
8178362,2,28045,arganzuela
8178367,2,28045,arganzuela
8178368,2,28045,arganzuela
8178366,2,28045,arganzuela
8178369,2,28045,arganzuela
8178370,2,28045,arganzuela
8178371,2,28045,arganzuela
8178372,2,28045,arganzuela
8178373,2,28045,arganzuela
8178374,2,28045,arganzuela
8178384,2,28045,arganzuela
8178385,2,28045,arganzuela
8178388,2,28045,arganzuela
8178387,2,28045,arganzuela
8178389,2,28045,arganzuela
8178391,2,28045,arganzuela
8178392,2,28045,arganzuela
8178394,2,28045,arganzuela
8178399,2,28045,arganzuela
8178402,2,28045,arganzuela
8178403,2,28045,arganzuela
8178405,2,28045,arganzuela
8178404,2,28045,arganzuela
8178406,2,28045,arganzuela
8178407,2,28045,arganzuela
8178408,2,28045,arganzuela
8178409,2,28045,arganzuela
8178411,2,28045,arganzuela
8178410,2,28045,arganzuela
8178412,2,28045,arganzuela
8156262,1,28013,centro
8156264,1,28013,centro
8156272,1,28013,centro
8156273,1,28013,centro
8156271,1,28013,centro
8156277,1,28013,centro
8156274,1,28013,centro
8156278,1,28013,centro
8183802,5,28002,chamartin
8183801,5,28002,chamartin
8183803,5,28002,chamartin
8183806,5,28002,chamartin
8183808,5,28002,chamartin
8183807,5,28002,chamartin
8183809,5,28002,chamartin
8183810,5,28002,chamartin
8183811,5,28002,chamartin
8183813,5,28002,chamartin
8183814,5,28002,chamartin
8183812,5,28002,chamartin
8183815,5,28002,chamartin
8183816,5,28002,chamartin
8183817,5,28002,chamartin
8183819,5,28002,chamartin
8183821,5,28002,chamartin
8183823,5,28002,chamartin
8183824,5,28002,chamartin
8183825,5,28002,chamartin
8183827,5,28002,chamartin
8183826,5,28002,chamartin
8183828,5,28002,chamartin
8183829,5,28002,chamartin
8183830,5,28002,chamartin
8183831,5,28002,chamartin
8183832,5,28002,chamartin
8183833,5,28002,chamartin
8183834,5,28002,chamartin
8183835,5,28002,chamartin
8183836,5,28002,chamartin
8183837,5,28002,chamartin
8183838,5,28002,chamartin
8183839,5,28002,chamartin
8183841,5,28002,chamartin
8183840,5,28002,chamartin
8183842,5,28002,chamartin
8183843,5,28002,chamartin
8191697,13,28038,puente de vallecas
8191698,13,28038,puente de vallecas
8191699,13,28038,puente de vallecas
8191700,13,28038,puente de vallecas
8191701,13,28038,puente de vallecas
8191705,4,28001,salamanca
8191706,4,28001,salamanca
8191707,4,28001,salamanca
8191708,4,28001,salamanca
8191710,4,28001,salamanca
8191736,6,28020,tetuan
8191734,6,28020,tetuan
8191733,6,28020,tetuan
8191737,6,28020,tetuan
8191739,6,28020,tetuan
8191740,6,28020,tetuan
8191741,6,28020,tetuan
8191742,6,28020,tetuan
8191743,6,28020,tetuan
8191745,6,28020,tetuan
8191746,6,28020,tetuan
8191744,6,28020,tetuan
8191789,4,28001,salamanca
8191788,4,28001,salamanca
8191796,5,28002,chamartin
8191795,5,28002,chamartin
8191797,5,28002,chamartin
8191800,4,28001,salamanca
8191802,4,28001,salamanca
8191702,13,28038,puente de vallecas
8192328,13,28038,puente de vallecas
8192329,13,28038,puente de vallecas
8192330,13,28038,puente de vallecas
8192331,13,28038,puente de vallecas
8192332,13,28038,puente de vallecas
8192334,13,28038,puente de vallecas
8192335,13,28038,puente de vallecas
8192336,19,28032,vicalvaro
8192351,19,28032,vicalvaro
8192712,14,28030,moratalaz
8192713,13,28038,puente de vallecas
8192714,14,28030,moratalaz
8195624,19,28032,vicalvaro
8204909,3,28007,retiro
8204907,3,28007,retiro
8204911,3,28007,retiro
8204910,3,28007,retiro
8204912,5,28002,chamartin
8204913,5,28002,chamartin
8204915,5,28002,chamartin
8204914,5,28002,chamartin
8204916,5,28002,chamartin
8204917,5,28002,chamartin
8204919,5,28002,chamartin
8204920,5,28002,chamartin
8204918,5,28002,chamartin
8204921,5,28002,chamartin
8204925,3,28007,retiro
8204922,5,28002,chamartin
8204924,3,28007,retiro
8204923,5,28002,chamartin
8204927,5,28002,chamartin
8204926,5,28002,chamartin
8204928,5,28002,chamartin
8208413,2,28045,arganzuela
8208501,2,28045,arganzuela
8208500,2,28045,arganzuela
8208502,2,28045,arganzuela
8208504,2,28045,arganzuela
8208506,2,28045,arganzuela
8208505,2,28045,arganzuela
8208507,2,28045,arganzuela
8217212,18,28031,villa de vallecas
8217214,18,28031,villa de vallecas
8217215,18,28031,villa de vallecas
8217216,18,28031,villa de vallecas
8217218,18,28031,villa de vallecas
8217219,18,28031,villa de vallecas
8217220,18,28031,villa de vallecas
8217221,18,28031,villa de vallecas
8217223,18,28031,villa de vallecas
8217224,18,28031,villa de vallecas
8217225,18,28031,villa de vallecas
8217521,3,28007,retiro
8217523,3,28007,retiro
8217522,3,28007,retiro
8217524,3,28007,retiro
8217529,4,28001,salamanca
8217531,4,28001,salamanca
8217530,4,28001,salamanca
8217532,4,28001,salamanca
8217533,4,28001,salamanca
8217535,2,28045,arganzuela
8217538,5,28002,chamartin
8217537,5,28002,chamartin
8217543,5,28002,chamartin
8217539,5,28002,chamartin
8217541,5,28002,chamartin
8217540,5,28002,chamartin
8217542,5,28002,chamartin
8218118,5,28002,chamartin
8218120,5,28002,chamartin
8218119,5,28002,chamartin
8218121,5,28002,chamartin
8218122,5,28002,chamartin
8218123,5,28002,chamartin
8218124,5,28002,chamartin
8218125,5,28002,chamartin
8218126,5,28002,chamartin
8218133,5,28002,chamartin
8218132,5,28002,chamartin
8218131,5,28002,chamartin
8218185,5,28002,chamartin
8218186,5,28002,chamartin
8218183,5,28002,chamartin
8218187,5,28002,chamartin
8218222,5,28002,chamartin
8218225,5,28002,chamartin
8218223,5,28002,chamartin
8218224,5,28002,chamartin
8218226,5,28002,chamartin
8218423,5,28002,chamartin
8218454,5,28002,chamartin
8218480,2,28045,arganzuela
8218495,2,28045,arganzuela
8218496,2,28045,arganzuela
8218494,2,28045,arganzuela
8218498,2,28045,arganzuela
8218497,2,28045,arganzuela
8260003,11,28025,carabanchel
8260087,11,28025,carabanchel
8260096,11,28025,carabanchel
8260161,11,28025,carabanchel
8260183,11,28025,carabanchel
8260214,11,28025,carabanchel
8260269,11,28025,carabanchel
8260359,11,28025,carabanchel
8260360,11,28025,carabanchel
8260361,11,28025,carabanchel
8260368,11,28025,carabanchel
8303016,11,28025,carabanchel
8303117,11,28025,carabanchel
8303190,11,28025,carabanchel
8303375,11,28025,carabanchel
8303455,11,28025,carabanchel
8303529,11,28025,carabanchel
8303676,11,28025,carabanchel
8303731,11,28025,carabanchel
8303789,11,28025,carabanchel
8303915,12,28026,usera
8303926,12,28026,usera
8304033,12,28026,usera
8304054,12,28026,usera
8304231,13,28038,puente de vallecas
8304321,13,28038,puente de vallecas
8304336,13,28038,puente de vallecas
8304386,13,28038,puente de vallecas
8410418,8,28029,fuencarral-el pardo
8418189,2,28045,arganzuela
8418191,2,28045,arganzuela
8418192,2,28045,arganzuela
8418194,2,28045,arganzuela
8418195,2,28045,arganzuela
8418388,4,28001,salamanca
8418382,4,28001,salamanca
8418386,4,28001,salamanca
8418389,4,28001,salamanca
8770500,2,28045,arganzuela
8770503,2,28045,arganzuela
8770504,2,28045,arganzuela
8770506,2,28045,arganzuela
8770505,2,28045,arganzuela
8775330,17,28021,villaverde
8775332,17,28021,villaverde
8775335,17,28021,villaverde
8775393,17,28021,villaverde
8779944,17,28021,villaverde
8799631,17,28021,villaverde
8799637,17,28021,villaverde
8799639,17,28021,villaverde
8799641,17,28021,villaverde
8799642,17,28021,villaverde
8799647,17,28021,villaverde
8799649,17,28021,villaverde
8799655,17,28021,villaverde
8799656,17,28021,villaverde
8799657,17,28021,villaverde
8799658,17,28021,villaverde
8799951,17,28021,villaverde
8799952,17,28021,villaverde
8799953,17,28021,villaverde
8799960,8,28029,fuencarral-el pardo
8799961,8,28029,fuencarral-el pardo
8799962,8,28029,fuencarral-el pardo
8799963,8,28029,fuencarral-el pardo
8799964,8,28029,fuencarral-el pardo
8800025,17,28021,villaverde
8800065,17,28021,villaverde
8800075,17,28021,villaverde
8800078,17,28021,villaverde
8800079,17,28021,villaverde
8800080,17,28021,villaverde
8800081,17,28021,villaverde
8800140,12,28026,usera
8800153,12,28026,usera
8800154,12,28026,usera
8803482,16,28043,hortaleza
8805544,9,28008,moncloa-aravaca
8805545,9,28008,moncloa-aravaca
8805546,9,28008,moncloa-aravaca
8805547,9,28008,moncloa-aravaca
8805548,9,28008,moncloa-aravaca
8805549,9,28008,moncloa-aravaca
8805686,9,28008,moncloa-aravaca
8805691,8,28029,fuencarral-el pardo
8805692,8,28029,fuencarral-el pardo
8805693,8,28029,fuencarral-el pardo
8805695,8,28029,fuencarral-el pardo
8805699,8,28029,fuencarral-el pardo
8805701,8,28029,fuencarral-el pardo
8805702,8,28029,fuencarral-el pardo
8808405,20,28022,san blas-canillejas
8217226,18,28031,villa de vallecas
8812511,16,28043,hortaleza
8812512,16,28043,hortaleza
8812513,16,28043,hortaleza
8812514,16,28043,hortaleza
8812563,16,28043,hortaleza
8812564,16,28043,hortaleza
8812613,16,28043,hortaleza
8812624,16,28043,hortaleza
8834833,15,28037,ciudad lineal
8834846,15,28037,ciudad lineal
8834847,15,28037,ciudad lineal
8834849,15,28037,ciudad lineal
8834854,15,28037,ciudad lineal
88072,15,28037,ciudad lineal
101532,15,28037,ciudad lineal
101533,15,28037,ciudad lineal
109151,16,28043,hortaleza
109154,16,28043,hortaleza
109156,16,28043,hortaleza
109157,16,28043,hortaleza
109158,16,28043,hortaleza
109159,16,28043,hortaleza
109171,16,28043,hortaleza
109172,16,28043,hortaleza
109173,16,28043,hortaleza
109174,16,28043,hortaleza
109175,16,28043,hortaleza
109176,16,28043,hortaleza
109178,16,28043,hortaleza
374473,7,28010,chamberi
362929,7,28010,chamberi
388344,7,28010,chamberi
439644,7,28010,chamberi
402047,7,28010,chamberi
378082,7,28010,chamberi
416276,7,28010,chamberi
419039,7,28010,chamberi
388289,7,28010,chamberi
422193,7,28010,chamberi
409833,7,28010,chamberi
440533,7,28010,chamberi
457925,7,28010,chamberi
381297,7,28010,chamberi
436613,7,28010,chamberi
435068,7,28010,chamberi
400260,7,28010,chamberi
416627,7,28010,chamberi
434753,7,28010,chamberi
386454,7,28010,chamberi
428069,7,28010,chamberi
7929876,7,28010,chamberi
370103,7,28010,chamberi
7929942,7,28010,chamberi
379507,7,28010,chamberi
8185841,7,28010,chamberi
8185845,7,28010,chamberi
8185837,7,28010,chamberi
8185853,7,28010,chamberi
8185852,7,28010,chamberi
8185847,7,28010,chamberi
8185846,7,28010,chamberi
8185850,7,28010,chamberi
8185849,7,28010,chamberi
8185854,7,28010,chamberi
8185851,7,28010,chamberi
8185855,7,28010,chamberi
8185857,7,28010,chamberi
8185860,7,28010,chamberi
8185859,7,28010,chamberi
7527196,7,28010,chamberi
7527115,7,28010,chamberi
7527185,7,28010,chamberi
7527197,7,28010,chamberi
7527184,7,28010,chamberi
7293587,7,28010,chamberi
7293588,7,28010,chamberi
7293564,7,28010,chamberi
7293589,7,28010,chamberi
7293586,7,28010,chamberi
7654915,7,28010,chamberi
7654912,7,28010,chamberi
7654913,7,28010,chamberi
7654911,7,28010,chamberi
7654914,7,28010,chamberi
5072116,7,28010,chamberi
5072124,7,28010,chamberi
5072115,7,28010,chamberi
5072121,7,28010,chamberi
5072123,7,28010,chamberi
3569440,7,28010,chamberi
7603503,7,28010,chamberi
7603502,7,28010,chamberi
7603501,7,28010,chamberi
7603504,7,28010,chamberi
7603500,7,28010,chamberi
368841,7,28010,chamberi
412596,7,28010,chamberi
411104,7,28010,chamberi
408130,7,28010,chamberi
433440,7,28010,chamberi
433771,7,28010,chamberi
425009,7,28010,chamberi
385802,7,28010,chamberi
422133,7,28010,chamberi
431324,7,28010,chamberi
457927,7,28010,chamberi
400308,7,28010,chamberi
402369,7,28010,chamberi
402677,7,28010,chamberi
366817,7,28010,chamberi
397487,7,28010,chamberi
398268,7,28010,chamberi
370936,7,28010,chamberi
438876,7,28010,chamberi
375933,7,28010,chamberi
383539,7,28010,chamberi
374076,7,28010,chamberi
385722,7,28010,chamberi
391377,7,28010,chamberi
392030,7,28010,chamberi
412624,7,28010,chamberi
419563,7,28010,chamberi
432616,7,28010,chamberi
438562,7,28010,chamberi
416117,7,28010,chamberi
366995,7,28010,chamberi
372750,7,28010,chamberi
380547,7,28010,chamberi
397573,7,28010,chamberi
389422,7,28010,chamberi
384835,7,28010,chamberi
392844,7,28010,chamberi
400635,7,28010,chamberi
364821,7,28010,chamberi
430108,7,28010,chamberi
457928,7,28010,chamberi
418045,7,28010,chamberi
391281,7,28010,chamberi
401493,7,28010,chamberi
395621,7,28010,chamberi
374683,7,28010,chamberi
429765,7,28010,chamberi
410160,7,28010,chamberi
415667,7,28010,chamberi
362369,7,28010,chamberi
369316,7,28010,chamberi
367911,7,28010,chamberi
373626,7,28010,chamberi
419748,7,28010,chamberi
381104,7,28010,chamberi
374230,7,28010,chamberi
451944,7,28010,chamberi
380619,7,28010,chamberi
423041,7,28010,chamberi
378053,7,28010,chamberi
403751,7,28010,chamberi
381787,7,28010,chamberi
401712,7,28010,chamberi
400721,7,28010,chamberi
420695,7,28010,chamberi
430766,7,28010,chamberi
419743,7,28010,chamberi
384530,7,28010,chamberi
398110,7,28010,chamberi
441256,7,28010,chamberi
430558,7,28010,chamberi
441455,7,28010,chamberi
417715,7,28010,chamberi
423810,7,28010,chamberi
420814,7,28010,chamberi
410652,7,28010,chamberi
410670,7,28010,chamberi
420284,7,28010,chamberi
413079,7,28010,chamberi
432004,7,28010,chamberi
408605,7,28010,chamberi
414846,7,28010,chamberi
408173,7,28010,chamberi
421231,7,28010,chamberi
402571,7,28010,chamberi
422414,7,28010,chamberi
370431,7,28010,chamberi
425768,7,28010,chamberi
380276,7,28010,chamberi
458009,7,28010,chamberi
427608,7,28010,chamberi
458007,7,28010,chamberi
380916,7,28010,chamberi
393022,7,28010,chamberi
404591,7,28010,chamberi
386286,7,28010,chamberi
8210122,7,28010,chamberi
457428,10,28044,latina
458248,8,28029,fuencarral-el pardo
458391,8,28029,fuencarral-el pardo
457738,9,28008,moncloa-aravaca
458313,9,28008,moncloa-aravaca
458314,9,28008,moncloa-aravaca
458360,8,28029,fuencarral-el pardo
458367,8,28029,fuencarral-el pardo
458292,9,28008,moncloa-aravaca
458295,9,28008,moncloa-aravaca
458336,9,28008,moncloa-aravaca
457647,9,28008,moncloa-aravaca
457799,9,28008,moncloa-aravaca
458265,8,28029,fuencarral-el pardo
458312,9,28008,moncloa-aravaca
458315,9,28008,moncloa-aravaca
458368,8,28029,fuencarral-el pardo
457475,10,28044,latina
457703,9,28008,moncloa-aravaca
457704,9,28008,moncloa-aravaca
458352,8,28029,fuencarral-el pardo
458261,9,28008,moncloa-aravaca
458266,8,28029,fuencarral-el pardo
458268,9,28008,moncloa-aravaca
457489,10,28044,latina
457557,10,28044,latina
457559,10,28044,latina
457813,9,28008,moncloa-aravaca
457666,9,28008,moncloa-aravaca
457668,9,28008,moncloa-aravaca
457508,10,28044,latina
457422,10,28044,latina
457425,10,28044,latina
457816,9,28008,moncloa-aravaca
457862,9,28008,moncloa-aravaca
458263,9,28008,moncloa-aravaca
458264,9,28008,moncloa-aravaca
458297,9,28008,moncloa-aravaca
458299,9,28008,moncloa-aravaca
458334,9,28008,moncloa-aravaca
458347,8,28029,fuencarral-el pardo
458349,8,28029,fuencarral-el pardo
458290,9,28008,moncloa-aravaca
457699,9,28008,moncloa-aravaca
458311,9,28008,moncloa-aravaca
458365,8,28029,fuencarral-el pardo
458348,8,28029,fuencarral-el pardo
457717,9,28008,moncloa-aravaca
458291,9,28008,moncloa-aravaca
458332,9,28008,moncloa-aravaca
457691,9,28008,moncloa-aravaca
457696,9,28008,moncloa-aravaca
458363,8,28029,fuencarral-el pardo
457426,10,28044,latina
113764,20,28022,san blas-canillejas
78459,16,28043,hortaleza
98210,20,28022,san blas-canillejas
98217,20,28022,san blas-canillejas
109182,16,28043,hortaleza
8035521,20,28022,san blas-canillejas
8732344,15,28037,ciudad lineal
8766929,16,28043,hortaleza
63837,21,28042,barajas
73190,20,28022,san blas-canillejas
73199,15,28037,ciudad lineal
76161,20,28022,san blas-canillejas
83245,21,28042,barajas
65229,16,28043,hortaleza
98211,20,28022,san blas-canillejas
98216,20,28022,san blas-canillejas
98218,20,28022,san blas-canillejas
109184,16,28043,hortaleza
64088,21,28042,barajas
69316,15,28037,ciudad lineal
69318,21,28042,barajas
94480,21,28042,barajas
94487,21,28042,barajas
94489,21,28042,barajas
94524,20,28022,san blas-canillejas
94523,20,28022,san blas-canillejas
94550,20,28022,san blas-canillejas
94557,20,28022,san blas-canillejas
94559,20,28022,san blas-canillejas
96872,16,28043,hortaleza
96875,16,28043,hortaleza
98687,20,28022,san blas-canillejas
98689,15,28037,ciudad lineal
98680,20,28022,san blas-canillejas
98723,15,28037,ciudad lineal
98724,15,28037,ciudad lineal
99113,15,28037,ciudad lineal
92974,16,28043,hortaleza
92973,16,28043,hortaleza
94493,21,28042,barajas
94530,20,28022,san blas-canillejas
94539,20,28022,san blas-canillejas
94543,20,28022,san blas-canillejas
94537,20,28022,san blas-canillejas
94544,20,28022,san blas-canillejas
96326,15,28037,ciudad lineal
109145,16,28043,hortaleza
109152,16,28043,hortaleza
109155,16,28043,hortaleza
109170,16,28043,hortaleza
457502,10,28044,latina
109177,16,28043,hortaleza
109179,16,28043,hortaleza
457638,9,28008,moncloa-aravaca
109180,16,28043,hortaleza
109181,16,28043,hortaleza
109187,16,28043,hortaleza
109188,16,28043,hortaleza
109189,16,28043,hortaleza
113760,20,28022,san blas-canillejas
113761,20,28022,san blas-canillejas
113762,20,28022,san blas-canillejas
113765,20,28022,san blas-canillejas
113766,20,28022,san blas-canillejas
113768,20,28022,san blas-canillejas
113769,20,28022,san blas-canillejas
113771,20,28022,san blas-canillejas
113776,20,28022,san blas-canillejas
113778,20,28022,san blas-canillejas
113783,20,28022,san blas-canillejas
113784,20,28022,san blas-canillejas
113790,20,28022,san blas-canillejas
60405,16,28043,hortaleza
60406,16,28043,hortaleza
7122953,8,28029,fuencarral-el pardo
98566,20,28022,san blas-canillejas
72244,20,28022,san blas-canillejas
72243,20,28022,san blas-canillejas
73203,21,28042,barajas
84148,15,28037,ciudad lineal
96880,16,28043,hortaleza
98672,15,28037,ciudad lineal
98493,16,28043,hortaleza
457452,10,28044,latina
7122948,8,28029,fuencarral-el pardo
457618,9,28008,moncloa-aravaca
458390,8,28029,fuencarral-el pardo
458397,8,28029,fuencarral-el pardo
458399,8,28029,fuencarral-el pardo
7122949,8,28029,fuencarral-el pardo
7129440,8,28029,fuencarral-el pardo
7143527,9,28008,moncloa-aravaca
7161654,10,28044,latina
8408018,8,28029,fuencarral-el pardo
457505,10,28044,latina
457810,9,28008,moncloa-aravaca
457864,9,28008,moncloa-aravaca
457423,10,28044,latina
457424,10,28044,latina
457450,10,28044,latina
458294,9,28008,moncloa-aravaca
458337,9,28008,moncloa-aravaca
8681282,15,28037,ciudad lineal
8681278,15,28037,ciudad lineal
8681094,15,28037,ciudad lineal
8680660,15,28037,ciudad lineal
8680626,15,28037,ciudad lineal
8680605,15,28037,ciudad lineal
8680592,15,28037,ciudad lineal
8680569,15,28037,ciudad lineal
8194227,20,28022,san blas-canillejas
8194224,20,28022,san blas-canillejas
8194223,20,28022,san blas-canillejas
8194222,20,28022,san blas-canillejas
8194221,20,28022,san blas-canillejas
8177989,15,28037,ciudad lineal
8177988,15,28037,ciudad lineal
8027580,20,28022,san blas-canillejas
8027579,20,28022,san blas-canillejas
8027578,20,28022,san blas-canillejas
457861,9,28008,moncloa-aravaca
8027577,20,28022,san blas-canillejas
457556,10,28044,latina
8027576,20,28022,san blas-canillejas
457551,10,28044,latina
8027572,20,28022,san blas-canillejas
457768,9,28008,moncloa-aravaca
8027571,20,28022,san blas-canillejas
457712,9,28008,moncloa-aravaca
8027570,20,28022,san blas-canillejas
8027569,20,28022,san blas-canillejas
8027568,20,28022,san blas-canillejas
8020256,20,28022,san blas-canillejas
8020255,20,28022,san blas-canillejas
8020254,20,28022,san blas-canillejas
8020253,20,28022,san blas-canillejas
8020252,20,28022,san blas-canillejas
8005028,20,28022,san blas-canillejas
8004497,20,28022,san blas-canillejas
8004421,20,28022,san blas-canillejas
8004248,20,28022,san blas-canillejas
8004130,20,28022,san blas-canillejas
7944044,21,28042,barajas
7927190,15,28037,ciudad lineal
7927188,15,28037,ciudad lineal
7179145,21,28042,barajas
457866,9,28008,moncloa-aravaca
458260,9,28008,moncloa-aravaca
458267,9,28008,moncloa-aravaca
458269,8,28029,fuencarral-el pardo
458392,8,28029,fuencarral-el pardo
458395,8,28029,fuencarral-el pardo
457667,9,28008,moncloa-aravaca
457498,10,28044,latina
457621,9,28008,moncloa-aravaca
458270,9,28008,moncloa-aravaca
109150,16,28043,hortaleza
109153,16,28043,hortaleza
109161,16,28043,hortaleza
109167,16,28043,hortaleza
458277,9,28008,moncloa-aravaca
109192,16,28043,hortaleza
109201,16,28043,hortaleza
109203,16,28043,hortaleza
458400,8,28029,fuencarral-el pardo
109206,16,28043,hortaleza
458382,8,28029,fuencarral-el pardo
113755,20,28022,san blas-canillejas
113770,20,28022,san blas-canillejas
113777,20,28022,san blas-canillejas
113779,20,28022,san blas-canillejas
66790,16,28043,hortaleza
457434,10,28044,latina
113785,20,28022,san blas-canillejas
3997015,21,28042,barajas
78765,21,28042,barajas
3997016,21,28042,barajas
458302,9,28008,moncloa-aravaca
3997017,21,28042,barajas
458305,9,28008,moncloa-aravaca
458371,8,28029,fuencarral-el pardo
3997018,21,28042,barajas
3997019,21,28042,barajas
4731114,16,28043,hortaleza
458284,8,28029,fuencarral-el pardo
7122952,8,28029,fuencarral-el pardo
98650,15,28037,ciudad lineal
98659,15,28037,ciudad lineal
458380,8,28029,fuencarral-el pardo
4731115,16,28043,hortaleza
98657,15,28037,ciudad lineal
7129443,8,28029,fuencarral-el pardo
4731116,16,28043,hortaleza
7143528,9,28008,moncloa-aravaca
4731117,16,28043,hortaleza
457561,10,28044,latina
4782834,20,28022,san blas-canillejas
4782835,20,28022,san blas-canillejas
7129444,8,28029,fuencarral-el pardo
88593,15,28037,ciudad lineal
4782836,20,28022,san blas-canillejas
88594,15,28037,ciudad lineal
7143529,9,28008,moncloa-aravaca
4782837,20,28022,san blas-canillejas
4782838,20,28022,san blas-canillejas
457650,9,28008,moncloa-aravaca
94507,20,28022,san blas-canillejas
4784676,20,28022,san blas-canillejas
458272,8,28029,fuencarral-el pardo
94509,20,28022,san blas-canillejas
94500,21,28042,barajas
458275,8,28029,fuencarral-el pardo
96316,20,28022,san blas-canillejas
457809,9,28008,moncloa-aravaca
98707,15,28037,ciudad lineal
458281,9,28008,moncloa-aravaca
64089,21,28042,barajas
458351,8,28029,fuencarral-el pardo
94481,21,28042,barajas
457707,9,28008,moncloa-aravaca
457709,9,28008,moncloa-aravaca
4784677,20,28022,san blas-canillejas
458307,9,28008,moncloa-aravaca
4784678,20,28022,san blas-canillejas
458309,9,28008,moncloa-aravaca
94486,21,28042,barajas
458374,8,28029,fuencarral-el pardo
94488,21,28042,barajas
4784679,20,28022,san blas-canillejas
94525,20,28022,san blas-canillejas
4784680,20,28022,san blas-canillejas
5090548,16,28043,hortaleza
5090570,16,28043,hortaleza
5090591,16,28043,hortaleza
457431,10,28044,latina
5090606,16,28043,hortaleza
94551,20,28022,san blas-canillejas
94558,20,28022,san blas-canillejas
457439,10,28044,latina
5090607,16,28043,hortaleza
96874,16,28043,hortaleza
457687,9,28008,moncloa-aravaca
5182688,15,28037,ciudad lineal
